height,safe,safe unc,shim,shim unc,reg,reg unc
0,1.01154,0.00051,1.00757,0.0005,1.01839,0.00061
20,1.01083,0.00052,1.00899,0.00059,1.01923,0.0005
40,1.01593,0.00051,1.01408,0.0005,1.02003,0.00051
50,1.0182,0.00041,1.01677,0.00045,1.02324,0.00051
60,1.02156,0.00055,1.01949,0.00052,1.0245,0.00049
80,1.02582,0.00059,1.02546,0.00045,1.02656,0.00054
100,1.02818,0.00052,1.02818,0.00052,1.02818,0.00052
