rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),reactivity addition rate ($/sec),max motor speed (in/min)
safe,2.2258246169468823,0.03790312023419234,0.2533524352496014,0.08022827116237377,37.89187970718393
shim,2.652603562357019,0.039291033531187486,0.26262953991899,0.04814874898514817,36.55339000693216
reg,1.246631654988618,0.019770153042184022,0.13214786507144055,0.05285914602857622,72.64589552627383
