rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),reactivity addition rate ($/sec),max motor speed (in/min)
safe,3.007610743611984,0.04078256311424963,0.27259923765840544,0.08632309192516172,35.21653282108506
shim,3.4121856508992994,0.048295753469112794,0.32281898371459605,0.05918348034767595,29.738028072374302
reg,2.0058825370298736,0.029142370454494176,0.1947937393537242,0.07791749574148968,49.28289806361511
