height,safe,safe unc,shim,shim unc,reg,reg unc
0,2.5400562897642747,0.07646862574488118,3.0251280312172946,0.07610515374866327,1.7319367210655916,0.07137813092359699
5,2.6115776918858593,0.07514892257030033,3.0831667022179583,0.08041682162842503,1.749548608795753,0.07291472012878959
10,2.501745592734949,0.07643912048684955,2.926820736468823,0.07742344727146229,1.6098572619011386,0.07281298755057532
15,2.345695114058537,0.0763190515112489,2.8803203791718515,0.07462838730216217,1.6170910916440198,0.06906272219980053
20,2.31990512075016,0.07425410309398064,2.7565271099766275,0.07799591708080625,1.626393242829565,0.06833862790290525
25,2.160298994170916,0.07413481032847265,2.6988600661845195,0.08305923431541909,1.582997762208478,0.07279344279340717
30,2.016569217032695,0.07816841990759692,2.4862655039640638,0.07500765723353062,1.2833435816681353,0.07181412936425766
35,2.0360514986143303,0.08034436676852463,2.253132198907609,0.07974391319323694,1.3347047611369331,0.06813968775161099
40,1.6284916944837788,0.07508536957636716,2.0495115685353364,0.07743964433587212,1.247421710299029,0.07178834939631255
45,1.5461542327501163,0.07107891015386654,1.7032160371420908,0.07441538408084764,1.0886448145123788,0.07243464666843873
50,1.2413585311066828,0.07685837716193783,1.537998872992074,0.07703961694078187,0.8885801576369886,0.06783652438116645
55,1.1707398514184857,0.07274032197895182,1.4636274706200263,0.07839379085496899,0.7634331149491133,0.07219957016030254
60,0.9554627579502619,0.07525748747355952,1.252172852198392,0.08038453186925837,0.5272147244167359,0.0705237875082485
65,0.7371089085500007,0.07441399077402265,0.9381494453358816,0.07251676357606328,0.4534339772735056,0.0712208724994124
70,0.497817391006267,0.07423477193499131,0.8299461686334195,0.07376027762858466,0.3092178516329386,0.0726327972641005
75,0.5057753177024857,0.07491723721233559,0.6814260437133032,0.07707173440345577,0.19454452641364772,0.06881489494507129
80,0.2814516071376907,0.07611852968475219,0.47325607028675143,0.07088769933468264,0.23072883225735388,0.06957412014203988
85,0.3032440871484581,0.0789536899662852,0.35034326449077013,0.07274105734266442,0.001000870568036031,0.07089951215863464
90,0.0532053629693065,0.07733699929562828,0.16116281229650442,0.08022406034934741,-0.040018407951415785,-0.06579500230577992
95,0.0719393396277665,0.07325037324244012,0.2003118371429192,0.07463402385723797,0.0260291449194663,0.06797309278088516
100,0.0,0,0.0,0,0.0,0
