rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),reactivity addition rate ($/sec),max motor speed (in/min)
safe,3.4821035891811465,0.050659069634733156,0.33861588650584795,0.10722836406018518,28.35070763826731
shim,4.110888936290611,0.056952906540410755,0.3806852174016929,0.06979228985697702,25.217685271635425
reg,2.3327314783943374,0.038539989891698,0.2576094061181919,0.10304376244727674,37.265720008668836
