rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),reactivity addition rate ($/sec),max motor speed (in/min)
safe,2.280807814585391,0.03660293766177951,0.24466174121294726,0.07747621805076663,39.23784712888317
shim,2.619258375450786,0.038841359123168225,0.25962382150749286,0.04759770060970703,36.976576125634686
reg,2.0058825370298736,0.03387776771890596,0.22644613159479246,0.09057845263791699,42.39418855332201
