rod,worth ($),max worth added per % height ($/%),max worth added per height ($/in),reactivity addition rate ($/sec),max motor speed (in/min)
safe,3.414085462989588,0.05188160432164426,0.3467875657288853,0.10981606248081369,27.68265344180528
shim,4.097459856785184,0.05764802678671577,0.3853315474691001,0.07064411703600168,24.91361027420115
reg,2.570572588448598,0.03586907067481952,0.23975641977379364,0.09590256790951747,40.040637948537295
